StoreName,GroceryChain,Cycle,ZoneName,Address,City,State,Country,PostalCode,Case Count,SingleAd,DoubleAd
STB05X-0003,Stater Bros.,A,05X,151 East Valley Blvd.,Colton,CA,US,92324,13,3150.00,4410.00
STB05X-0117,Stater Bros.,B,05X,2053 E Washington St,Colton,CA,US,92324,15,3425.00,4795.00
FME07Y-0050,Fred Meyer,C,07Y,1020 S 1st St,Coos Bay,OR,US,97420-1403,16,3550.00,4970.00
SAF07Y-1556,Safeway,C,07Y,230 E Johnson Ave,Coos Bay,OR,US,97420,16,3550.00,4970.00
SAF07Y-4262,Safeway,A,07Y,155 East First Street,Coquille,OR,US,97423,7,2400.00,2400.00
FME07Y-0060,Fred Meyer,C,07Y,2200 Baseline St,Cornelius,OR,US,97113-8621,18,3800.00,5320.00
STB05X-0103,Stater Bros.,C,05X,1193 Magnolia Ave,Corona,CA,US,92879,9,2550.00,3570.00
VON05X-2381,Vons,B,05X,535 N Mckinley Street,Corona,CA,US,92879,10,2700.00,3780.00
STB05X-0062,Stater Bros.,B,05X,1288 Border Avenue,Corona,CA,US,92882,11,2850.00,3990.00
STB05X-0171,Stater Bros.,B,05X,550 Hidden Valley Parkway,Corona,CA,US,92879,12,3000.00,4200.00
VON05X-2596,Vons,C,05X,369 Magnolia Ave,Corona,CA,US,92879,12,3000.00,4200.00
RAL05X-0136,Ralphs,B,05X,2661 Green River Rd,Corona,CA,US,92882,14,3300.00,4620.00
RAL05X-0045,Ralphs,A,05X,12660 Limonite Ave,Corona,CA,US,92880,17,3675.00,5145.00
STB05X-0170,Stater Bros.,B,05X,2243 Eagle Glen Parkway,Corona,CA,US,92883,19,3925.00,5495.00
ALB05X-6641,Albertsons,A,05X,7070 Archibald Ave,Corona,CA,US,92880,20,4050.00,5670.00
ALB05X-6728,Albertsons,C,05X,260 West Foothill Pkwy,Corona,CA,US,92882,21,4175.00,5845.00
VON05X-2818,Vons,C,05X,11800 De Palma Rd,Corona,CA,US,92883,22,4300.00,6020.00
SAF07Y-1690,Safeway,B,07Y,590 NE Circle Boulevard,Corvallis,OR,US,97330,11,2850.00,3990.00
SAF07Y-4333,Safeway,A,07Y,450 Southwest Third Avenue,Corvallis,OR,US,97333,13,3150.00,4410.00
FME07Y-0070,Fred Meyer,A,07Y,777 Kings Boulevard,Corvallis,OR,US,97330-5620,21,4175.00,5845.00
SAF07Y-1765,Safeway,B,07Y,5270 SW PHILOMATH BLVD,Corvallis,OR,US,97333,25,4600.00,6440.00
SAF07Y-1458,Safeway,A,07Y,1500 E Main St,Cottage Grove,OR,US,97424,17,3675.00,5145.00
FME07X-0053,Fred Meyer,C,07X,16735 Southeast 272nd Street,Covington,WA,US,98042,20,4050.00,5670.00
SAF07Y-4404,Safeway,A,07Y,138 W Ellendale Ave,Dallas,OR,US,97338,22,4300.00,6020.00
SAF07Z-0521,Safeway,C,07Z,20151 Southeast Highway 212,Damascus,OR,US,97009,12,3000.00,4200.00
SAF07X-1186,Safeway,B,07X,27035 Pacific Highway South,Des Moines,WA,US,98198,13,3150.00,4410.00
SAF07X-3540,Safeway,B,07X,21401 Pacific Hwy S,Des Moines,WA,US,98198,17,3675.00,5145.00
VON05X-2177,Vons,B,05X,14200 Palm Dr,Desert Hot Springs,CA,US,92240,18,3800.00,5320.00
STB05X-0084,Stater Bros.,A,05X,13200 Palm Dr,Desert Hot Springs,CA,US,92240,21,4175.00,5845.00
SAF07X-1572,Safeway,B,07X,14020 Main St Northeast,Duvall,WA,US,98019,12,3000.00,4200.00
VON05X-2688,Vons,A,05X,6170 Hamner Ave,Eastvale,CA,US,91752,17,3675.00,5145.00
SAF07X-1297,Safeway,B,07X,23632 Hwy 99,Edmonds,WA,US,98026,11,2850.00,3990.00
QFC07X-0851,Quality Food Center,B,07X,22828 100th Ave W,Edmonds,WA,US,98020,12,3000.00,4200.00
SAF07Y-0371,Safeway,A,07Y,601 West North Street,Enterprise,OR,US,97828,9,2550.00,3570.00
QFC07Z-0863,Quality Food Center,B,07Z,1009 Monroe Avenue,Enumclaw,WA,US,98022,14,3300.00,4620.00
SAF07Z-0494,Safeway,B,07Z,152 Roosevelt Ave,Enumclaw,WA,US,98022,20,4050.00,5670.00
ALB07Y-0560,Albertsons,C,07Y,55 Division Ave,Eugene,OR,US,97404,11,2850.00,3990.00
ALB07Y-3564,Albertsons,A,07Y,3075 Hilyard St.,Eugene,OR,US,97405,11,2850.00,3990.00
SAF07Y-4513,Safeway,B,07Y,350 E 40th Ave,Eugene,OR,US,97405,12,3000.00,4200.00
ALB07Y-0572,Albertsons,C,07Y,311 Coburg Rd,Eugene,OR,US,97401,15,3425.00,4795.00
ALB07Y-3529,Albertsons,C,07Y,1675 W 18th Ave,Eugene,OR,US,97402,20,4050.00,5670.00
ALB07Y-0513,Albertsons,C,07Y,4740 Royal Ave,Eugene,OR,US,97402,22,4300.00,6020.00
SAF07Y-0420,Safeway,C,07Y,1500 Coburg Rd,Eugene,OR,US,97401,23,4400.00,6160.00
SAF07Y-4288,Safeway,B,07Y,145 E 18th Ave,Eugene,OR,US,97401,23,4400.00,6160.00
FME07Y-0417,Fred Meyer,A,07Y,3333 W 11th Ave,Eugene,OR,US,97402-3053,25,4600.00,6440.00
FME07Y-0325,Fred Meyer,C,07Y,60 Division Ave,Eugene,OR,US,97404-5127,35,5475.00,7665.00
QFC07X-0852,Quality Food Center,A,07X,4919 Evergreen Way,Everett,WA,US,98203,10,2700.00,3780.00
QFC07X-0853,Quality Food Center,B,07X,2615 Broadway Ave,Everett,WA,US,98201,11,2850.00,3990.00
SAF07X-2645,Safeway,C,07X,5802 134th PL SE,Everett,WA,US,98208,12,3000.00,4200.00
SAF07X-1461,Safeway,B,07X,520 128th St SW,Everett,WA,US,98204,12,3000.00,4200.00
SAF07X-0503,Safeway,B,07X,11031 19th Ave SE,Everett,WA,US,98208,14,3300.00,4620.00
SAF07X-0474,Safeway,A,07X,1715 Broadway Dr.,Everett,WA,US,98201,15,3425.00,4795.00
SAF07X-3298,Safeway,C,07X,7601 Evergreen Way,Everett,WA,US,98203,25,4600.00,6440.00
SAF07X-1484,Safeway,B,07X,4128 Rucker Ave,Everett,WA,US,98203,26,4700.00,6580.00
FME07X-0458,Fred Meyer,A,07X,12906 Bothell-Everett Hwy,Everett,WA,US,98208,28,4900.00,6860.00
SAF07X-0477,Safeway,B,07X,28810 Military Rd S.,Federal Way,WA,US,98003,9,2550.00,3570.00
SAF07X-1555,Safeway,A,07X,1207 S 320th St,Federal Way,WA,US,98003,24,4500.00,6300.00
FME07X-0111,Fred Meyer,A,07X,33702 21St Avenue Southwest,Federal Way,WA,US,98023-7780,28,4900.00,6860.00
HAG07X-0063,Haggen,A,07X,1815 Main Street,Ferndale,WA,US,98248,22,4300.00,6020.00
SAF07Y-0363,Safeway,B,07Y,700 Highway 101,Florence,OR,US,97439,15,3425.00,4795.00
FME07Y-0464,Fred Meyer,B,07Y,4701 Highway 101,Florence,OR,US,97439,23,4400.00,6160.00
FFL05X-0389,Food 4 Less,C,05X,16991 Valley Blvd,Fontana,CA,US,92335,10,2700.00,3780.00
STB05X-0005,Stater Bros.,A,05X,8228 SIERRA AVE,Fontana,CA,US,92335,11,2850.00,3990.00
STB05X-0095,Stater Bros.,C,05X,18140 Arrow Blvd,Fontana,CA,US,92335,15,3425.00,4795.00
RAL05X-0113,Ralphs,C,05X,16225 Sierra Lakes Parkway,Fontana,CA,US,92336,16,3550.00,4970.00
STB05X-0179,Stater Bros.,C,05X,11225 Sierra Ave,Fontana,CA,US,92337,20,4050.00,5670.00
VON05X-1742,Vons,A,05X,7390 Cherry Ave,Fontana,CA,US,92336,20,4050.00,5670.00
STB05X-0175,Stater Bros.,C,05X,15222 Summit Avenue,Fontana,CA,US,92336,24,4500.00,6300.00
SAF07Y-0406,Safeway,B,07Y,2836 Pacific Ave,Forest Grove,OR,US,97116,18,3800.00,5320.00
SAF07X-3321,Safeway,C,07X,4831 Point Fosdick DR NW,Gig Harbor,WA,US,98335,20,4050.00,5670.00
FME07X-0691,Fred Meyer,C,07X,5502 Point Fosdick Dr Nw,Gig Harbor,WA,US,98335,21,4175.00,5845.00
SAF07X-4406,Safeway,B,07X,11330 N W 51st Ave,Gig Harbor,WA,US,98332,27,4800.00,6720.00
SAF07Y-4387,Safeway,C,07Y,95 82nd Drive,Gladstone,OR,US,97027,12,3000.00,4200.00
SAF07Z-0547,Safeway,A,07Z,10105 224th St E,Graham,WA,US,98338,24,4500.00,6300.00
STB05X-0188,Stater Bros.,B,05X,22201 Barton Rd,Grand Terrace,CA,US,92313,20,4050.00,5670.00
SAF07Y-0290,Safeway,C,07Y,115 SE 7th Street,Grants Pass,OR,US,97526,13,3150.00,4410.00
ALB07Y-3541,Albertsons,A,07Y,1690 Allen Creek Road,Grants Pass,OR,US,97527,13,3150.00,4410.00
SAF07Y-0379,Safeway,A,07Y,1640 Williams Highway,Grants Pass,OR,US,97527,14,3300.00,4620.00
FME07Y-0126,Fred Meyer,C,07Y,1101 Grants Pass Parkway,Grants Pass,OR,US,97526-2359,22,4300.00,6020.00
SAF07Z-0430,Safeway,C,07Z,1455 NE Division St,Gresham,OR,US,97030,17,3675.00,5145.00
SAF07Z-1070,Safeway,B,07Z,1001 SW Highland Dr,Gresham,OR,US,97080,23,4400.00,6160.00
FME07Z-0127,Fred Meyer,B,07Z,2497 SE Burnside Rd,Gresham,OR,US,97080-1299,25,4600.00,6440.00
FME07Z-0153,Fred Meyer,B,07Z,8955 SE 82nd Ave,Happy Valley,OR,US,97266-6605,30,5100.00,7140.00
FME07Z-0694,Fred Meyer,B,07Z,17005 SE Sunnyside Rd,Happy Valley,OR,US,97015,33,5325.00,7455.00
STB05X-0122,Stater Bros.,A,05X,14466 Main Street,Hesperia,CA,US,92345,15,3425.00,4795.00
STB05X-0190,Stater Bros.,C,05X,16904 Main St,Hesperia,CA,US,92345,18,3800.00,5320.00
ALB05X-6503,Albertsons,B,05X,7201 Boulder Ave,Highland,CA,US,92346,8,2400.00,3360.00
STB05X-0058,Stater Bros.,B,05X,3633 Highland Ave,Highland,CA,US,92346,11,2850.00,3990.00
FFL05X-0385,Food 4 Less,C,05X,26529 Highland Ave,Highland,CA,US,92346,14,3300.00,4620.00
STB05X-0210,Stater Bros.,C,05X,27920 Greenspot Rd.,Highland,CA,US,92346,15,3425.00,4795.00
STB05X-0182,Stater Bros.,B,05X,28988 Greenspot Rd,Highland,CA,US,92346,17,3675.00,5145.00
ALB07Y-0590,Albertsons,A,07Y,7500 W Baseline,Hillsboro,OR,US,97123,10,2700.00,3780.00
SAF07Y-1203,Safeway,C,07Y,2525 SE Tualatin Valley Hwy,Hillsboro,OR,US,97123,14,3300.00,4620.00
SAF07Y-0591,Safeway,B,07Y,888 N.E. 25th Ave,Hillsboro,OR,US,97124,15,3425.00,4795.00
FME07Y-0661,Fred Meyer,C,07Y,22075 Northwest Imbrie Drive,Hillsboro,OR,US,97124,27,4800.00,6720.00
SAF07Y-1230,Safeway,B,07Y,2177 NW 185th Avenue,Hillsboro,OR,US,97124,29,5000.00,7000.00
FME07Y-0143,Fred Meyer,C,07Y,6495 SE Tualatin Valley Hwy,Hillsboro,OR,US,97123,39,5775.00,8085.00
SAF07Z-1123,Safeway,C,07Z,2249 Cascade Avenue,Hood River,OR,US,97031,14,3300.00,4620.00
ROS07Z-0016,Rosauers,B,07Z,1867 12th Street,Hood River,OR,US,97031,17,3675.00,5145.00
STB05X-0094,Stater Bros.,A,05X,81056 US Hwy 111,Indio,CA,US,92201,11,2850.00,3990.00
FFL05X-0765,Food 4 Less,A,05X,82124 US HIGHWAY 111,Indio,CA,US,92201,15,3425.00,4795.00
RAL05X-0160,Ralphs,A,05X,49908 Jefferson St,Indio,CA,US,92201,24,4500.00,6300.00
QFC07X-0821,Quality Food Center,B,07X,1540 Gilman Boulevard,Issaquah,WA,US,98027,8,2400.00,3360.00
SAF07X-1624,Safeway,C,07X,735 N W Gilman Boulevard,Issaquah,WA,US,98027,17,3675.00,5145.00
FME07X-0658,Fred Meyer,C,07X,6100 E Lake Sammamish Pkwy SE,Issaquah,WA,US,98029,27,4800.00,6720.00
SAF07X-3006,Safeway,A,07X,1451 Highlands Drive,Issaquah,WA,US,98029,28,4900.00,6860.00
SAF07Y-0386,Safeway,C,07Y,1755 Ivy St,Junction City,OR,US,97448,20,4050.00,5670.00
SAF07Y-1516,Safeway,C,07Y,4990 River Rd N,Keizer,OR,US,97303,23,4400.00,6160.00
SAF07Z-2637,Safeway,A,07Z,411 Three River Drive,Kelso,WA,US,98626,12,3000.00,4200.00
SAF07X-3500,Safeway,C,07X,6850 N E Bothell Way,Kenmore,WA,US,98028,29,5000.00,7000.00
QFC07X-0803,Quality Food Center,A,07X,13304 SE 240th St,Kent,WA,US,98042,8,2400.00,3360.00
SAF07X-0459,Safeway,A,07X,20830 108th Avenue Southeast,Kent,WA,US,98031,9,2550.00,3570.00
SAF07X-1294,Safeway,A,07X,210 Washington Avenue South,Kent,WA,US,98032,16,3550.00,4970.00
SAF07X-0792,Safeway,A,07X,17051 SE 272nd St,Kent,WA,US,98042,18,3800.00,5320.00
SAF07X-1966,Safeway,A,07X,13101 SE Kent Kangley Road,Kent,WA,US,98030,23,4400.00,6160.00
FME07X-0215,Fred Meyer,C,07X,25250 Pacific Highway South,Kent,WA,US,98032,33,5325.00,7455.00
SAF07Y-1478,Safeway,C,07Y,15570 SW Pacific Hwy,King City,OR,US,97224,24,4500.00,6300.00
SAF07X-0186,Safeway,B,07X,8196 NE STATE HIGHWAY 104,Kingston,WA,US,98346,14,3300.00,4620.00
QFC07X-0828,Quality Food Center,C,07X,11224 Ne 124Th Street,Kirkland,WA,US,98034,10,2700.00,3780.00
QFC07X-0894,Quality Food Center,C,07X,425 Urban Plaza Suite 100,Kirkland,WA,US,98033,12,3000.00,4200.00
QFC07X-0838,Quality Food Center,B,07X,14130 Juanita Dr NE,Kirkland,WA,US,98034,14,3300.00,4620.00
SAF07X-0526,Safeway,B,07X,14444 124Th Avenue N E,Kirkland,WA,US,98034,17,3675.00,5145.00
SAF07X-1142,Safeway,C,07X,12519 N E 85Th Street,Kirkland,WA,US,98033,20,4050.00,5670.00
FME07X-0391,Fred Meyer,B,07X,12221 120th Ave NE,Kirkland,WA,US,98034,22,4300.00,6020.00
SAF07X-2734,Safeway,C,07X,10020 NE 137th St,Kirkland,WA,US,98034,26,4700.00,6580.00
ALB07Y-0577,Albertsons,B,07Y,5500 S 6th St,Klamath Falls,OR,US,97603,18,3800.00,5320.00
FME07Y-0165,Fred Meyer,C,07Y,2655 Shasta Way,Klamath Falls,OR,US,97603-4400,26,4700.00,6580.00
SAF07Y-1827,Safeway,B,07Y,2111 Adams Avenue,La Grande,OR,US,97850,17,3675.00,5145.00
STB05X-0128,Stater Bros.,C,05X,78630 Highway 111,La Quinta,CA,US,92253,12,3000.00,4200.00
VON05X-2175,Vons,A,05X,78271 Hwy 111,La Quinta,CA,US,92253,12,3000.00,4200.00
STB05X-0048,Stater Bros.,B,05X,2090 Foothill Blvd,La Verne,CA,US,91750,13,3150.00,4410.00
VON05X-2832,Vons,C,05X,1600 Foothill Blvd,La Verne,CA,US,91750,17,3675.00,5145.00
QFC07Z-0126,Quality Food Center,A,07Z,4775 Whitman Lane Southeast,Lacey,WA,US,98513,8,2400.00,3360.00
SAF07Z-1977,Safeway,B,07Z,6200 Pacific Avenue SE,Lacey,WA,US,98503,12,3000.00,4200.00
FME07Z-0186,Fred Meyer,C,07Z,700 Sleater Kinney Rd SE,Lacey,WA,US,98503-1113,35,5475.00,7665.00
STB05X-0092,Stater Bros.,B,05X,28100 State Highway 189,Lake Arrowhead,CA,US,92352,15,3425.00,4795.00
ALB07X-3416,Albertsons,C,07X,17171 Bothell Way NE,Lake Forest Park,WA,US,98155,14,3300.00,4620.00
SAF07Y-0508,Safeway,B,07Y,401 A Avenue,Lake Oswego,OR,US,97034,11,2850.00,3990.00
ALB07Y-3531,Albertsons,C,07Y,16199 Boones Ferry Road,Lake Oswego,OR,US,97035,12,3000.00,4200.00
SAF07Y-1047,Safeway,A,07Y,17779 Boones Ferry Road,Lake Oswego,OR,US,97035,17,3675.00,5145.00
HAG07X-0071,Haggen,B,07X,8915 Market PL,Lake Stevens,WA,US,98258,13,3150.00,4410.00
SAF07X-1803,Safeway,B,07X,717 STATE ROUTE 9 NE,Lake Stevens,WA,US,98258,36,5550.00,7770.00
SAF07Y-4316,Safeway,C,07Y,244 N F Street,Lakeview,OR,US,97630,8,2400.00,3360.00
SAF07Z-3411,Safeway,B,07Z,8611 Steilacoom Blvd SW,Lakewood,WA,US,98498,25,4600.00,6440.00
SAF07Z-1645,Safeway,B,07Z,10223 Gravelly Lake Dr SW,Lakewood,WA,US,98499,30,5100.00,7140.00
SAF07Y-1558,Safeway,B,07Y,1983 South Main Street,Lebanon,OR,US,97355,16,3550.00,4970.00
SAF07Y-0415,Safeway,A,07Y,4101 NW Logan Road,Lincoln City,OR,US,97367,32,5250.00,7350.00
STB05X-0081,Stater Bros.,A,05X,25630 Barton Rd,Loma Linda,CA,US,92354,13,3150.00,4410.00
SAF07Z-1078,Safeway,A,07Z,2930 Ocean Beach Highway,Longview,WA,US,98632,11,2850.00,3990.00
SAF07Z-0091,Safeway,A,07Z,1227 15Th Ave,Longview,WA,US,98632,20,4050.00,5670.00
FME07Z-0185,Fred Meyer,A,07Z,3184 Ocean Beach Highway,Longview,WA,US,98632-4395,30,5100.00,7140.00
FPV07X-0441,Food Pavillion,A,07X,8130 GUIDE MERIDIAN Road,LYNDEN,WA,US,98264,8,2400.00,3360.00
SAF07X-1930,Safeway,A,07X,8071 Guide Meridian Rd #101,Lynden,WA,US,98264,35,5475.00,7665.00
SAF07X-0485,Safeway,C,07X,19500 Pacific Hwy,Lynnwood,WA,US,98036,11,2850.00,3990.00
QFC07X-0835,Quality Food Center,B,07X,7500 B 196Th Southwest,Lynnwood,WA,US,98036,12,3000.00,4200.00
SAF07X-0469,Safeway,C,07X,12811 Beverly Park Rd,Lynnwood,WA,US,98037,18,3800.00,5320.00
SAF07X-3523,Safeway,B,07X,14826 Hwy 99 N,Lynnwood,WA,US,98087,28,4900.00,6860.00
FME07X-0688,Fred Meyer,B,07X,2902 164th St SW,Lynnwood,WA,US,98087,30,5100.00,7140.00
FME07X-0180,Fred Meyer,C,07X,4615 196th St SW Ste 175,Lynnwood,WA,US,98036,38,5700.00,7980.00
SAF07Z-1960,Safeway,A,07Z,80 NE Cedar,Madras,OR,US,97741,18,3800.00,5320.00
QFC07X-0837,Quality Food Center,A,07X,22131 SE 237th Street,Maple Valley,WA,US,98038,10,2700.00,3780.00
SAF07X-1471,Safeway,C,07X,26916 Maple Valley Black Diamond Rd SE,Maple Valley,WA,US,98038,23,4400.00,6160.00
FME07X-0682,Fred Meyer,B,07X,26520 Maple Valley Black Diamond Rd SE,Maple Valley,WA,US,98038,24,4500.00,6300.00
HAG07X-3604,Haggen,B,07X,3711 88th Street NE,Marysville,WA,US,98270,10,2700.00,3780.00
SAF07X-1485,Safeway,B,07X,1258 State Ave,Marysville,WA,US,98270,17,3675.00,5145.00
ALB07X-0471,Albertsons,B,07X,301 Marysville Mall #60,Marysville,WA,US,98270,17,3675.00,5145.00
FME07X-0209,Fred Meyer,A,07X,9925 State Avenue,Marysville,WA,US,98270-4238,28,4900.00,6860.00
ALB07Y-0528,Albertsons,A,07Y,615 SW Keck Dr,Mcminnville,OR,US,97128,18,3800.00,5320.00
SAF07Y-1601,Safeway,B,07Y,2490 NE HIGHWAY 99W,McMinnville,OR,US,97128,21,4175.00,5845.00
ALB07Y-3508,Albertsons,B,07Y,910 N Phoenix Road,Medford,OR,US,97504,9,2550.00,3570.00
SAF07Y-1643,Safeway,B,07Y,3169 Crater Lake Highway,Medford,OR,US,97501,16,3550.00,4970.00
SAF07Y-0525,Safeway,A,07Y,1003 Medford Center,Medford,OR,US,97504,17,3675.00,5145.00
ALB07Y-3593,Albertsons,B,07Y,113 Ross Lane,Medford,OR,US,97501,18,3800.00,5320.00
FME07Y-0196,Fred Meyer,A,07Y,1301 Center Drive,Medford,OR,US,97501,27,4800.00,6720.00
FME07Y-0195,Fred Meyer,C,07Y,2424 Crater Lake Hwy,Medford,OR,US,97504,28,4900.00,6860.00
QFC07X-0806,Quality Food Center,A,07X,8421 SE 68th St,Mercer Island,WA,US,98040,8,2400.00,3360.00
QFC07X-0839,Quality Food Center,A,07X,7823 Se 28Th Street,Mercer Island,WA,US,98040,11,2850.00,3990.00
SAF07X-0458,Safeway,B,07X,16304 Bothell-Everett Hwy,Mill Creek,WA,US,98012,20,4050.00,5670.00
SAF07Z-3545,Safeway,A,07Z,900 E Meridian Ste 12,Milton,WA,US,98354,30,5100.00,7140.00
SAF07Z-2690,Safeway,A,07Z,4320 SE King Rd,Milwaukie,OR,US,97222,17,3675.00,5145.00
SAF07Y-2696,Safeway,C,07Y,14840 SE Webster Rd,Milwaukie,OR,US,97267,18,3800.00,5320.00
FME07Y-0240,Fred Meyer,C,07Y,14700 SE Mcloughlin Blvd,Milwaukie,OR,US,97267-1417,29,5000.00,7000.00
STB05X-0088,Stater Bros.,B,05X,11070 Limonite Avenue,Mira Loma,CA,US,91752,16,3550.00,4970.00
SAF07Y-1751,Safeway,A,07Y,1525 West Main Street,Molalla,OR,US,97038,25,4600.00,6440.00
SAF07X-0537,Safeway,C,07X,19651 U.S. 2,Monroe,WA,US,98272,26,4700.00,6580.00
FME07X-0210,Fred Meyer,C,07X,18805 State Route 2,Monroe,WA,US,98272,30,5100.00,7140.00
STB05X-0073,Stater Bros.,B,05X,9575 Central Ave,Montclair,CA,US,91763,15,3425.00,4795.00
FFL05X-0302,Food 4 Less,B,05X,12200 Perris Blvd,Moreno Valley,CA,US,92557,12,3000.00,4200.00
STB05X-0185,Stater Bros.,B,05X,14425 Moreno Beach Dr,Moreno Valley,CA,US,92555,14,3300.00,4620.00
FFL05X-0398,Food 4 Less,B,05X,24440 Alessandro Blvd,Moreno Valley,CA,US,92553,18,3800.00,5320.00
STB05X-0193,Stater Bros.,B,05X,11875 Pigeon Pass Rd Ste A,Moreno Valley,CA,US,92557,19,3925.00,5495.00
STB05X-0172,Stater Bros.,B,05X,25900 Iris Ave,Moreno Valley,CA,US,92551,24,4500.00,6300.00
HAG07X-0069,Haggen,C,07X,2601 E Division St,Mount Vernon,WA,US,98274,18,3800.00,5320.00
SAF07X-1472,Safeway,B,07X,315 E College Way,Mount Vernon,WA,US,98273,21,4175.00,5845.00
QFC07X-0857,Quality Food Center,B,07X,22803 44th Ave W,Mountlake Terrace,WA,US,98043,10,2700.00,3780.00
SAF07X-0414,Safeway,C,07X,4301 212th St SW,Mountlake Terrace,WA,US,98043,13,3150.00,4410.00
QFC07X-0832,Quality Food Center,C,07X,11700 Mukilteo Speedway,Mukilteo,WA,US,98275,19,3925.00,5495.00
SAF07Y-2623,Safeway,B,07Y,1140 North Springbrook Road,Newberg,OR,US,97132,12,3000.00,4200.00
FME07Y-0220,Fred Meyer,C,07Y,3300 PORTLAND RD,Newberg,OR,US,97132-5412,27,4800.00,6720.00
QFC07X-0827,Quality Food Center,B,07X,6940 Coal Creek Pkwy SE,Newcastle,WA,US,98059,7,2400.00,2400.00
SAF07X-0558,Safeway,A,07X,6911 Coal Creek Parkway East,Newcastle,WA,US,98059,20,4050.00,5670.00
SAF07Y-0378,Safeway,C,07Y,2220 N Coast Hwy,Newport,OR,US,97365,10,2700.00,3780.00
FME07Y-0227,Fred Meyer,B,07Y,150 Northeast 20Th Street,Newport,OR,US,97365-1898,25,4600.00,6440.00
STB05X-0044,Stater Bros.,A,05X,2790 Hamner Ave,Norco,CA,US,92860,12,3000.00,4200.00
STB05X-0199,Stater Bros.,A,05X,2430 River Rd,Norco,CA,US,92860,15,3425.00,4795.00
QFC07X-0829,Quality Food Center,A,07X,460 East North Bend Way,North Bend,WA,US,98045,18,3800.00,5320.00
SAF07X-1528,Safeway,B,07X,460 S.W. Mt Si Boulevard,North Bend,WA,US,98045,20,4050.00,5670.00
SAF07Y-1557,Safeway,C,07Y,1735 Virginia Ave,North Bend,OR,US,97459,24,4500.00,6300.00
SAR07X-0610,Saars,C,07X,32199 Hwy 20,Oak Harbor,WA,US,98277,12,3000.00,4200.00
HAG07X-3427,Haggen,A,07X,31565 State Route 20,Oak Harbor,WA,US,98277,14,3300.00,4620.00
SAF07X-0402,Safeway,C,07X,1450 SW Erie St,Oak Harbor,WA,US,98277,35,5475.00,7665.00
SAF07Z-1952,Safeway,B,07Z,4280 Martin Way E,Olympia,WA,US,98516,14,3300.00,4620.00
HAG07Z-3444,Haggen,C,07Z,1313 Cooper Point Road SW,Olympia,WA,US,98502,18,3800.00,5320.00
ALB07Z-3417,Albertsons,B,07Z,3520 Pacific Ave S E,Olympia,WA,US,98501,18,3800.00,5320.00
SAF07Z-0543,Safeway,C,07Z,4700 Yelm Highway Southeast,Olympia,WA,US,98503,26,4700.00,6580.00
SAF07Z-1173,Safeway,A,07Z,1243 Marvin Road Ne,Olympia,WA,US,98516,27,4800.00,6720.00
SAF07Z-1464,Safeway,C,07Z,3215 Harrison Ave NW,Olympia,WA,US,98502,31,5175.00,7245.00
FFL05X-0320,Food 4 Less,A,05X,2246 S. Euclid Avenue,Ontario,CA,US,91762,8,2400.00,3360.00
RAL05X-0752,Ralphs,C,05X,3075 S Archibald Ave,Ontario,CA,US,91761,14,3300.00,4620.00
STB05X-0108,Stater Bros.,B,05X,646 W Holt Blvd,Ontario,CA,US,91762,16,3550.00,4970.00
STB05X-0059,Stater Bros.,A,05X,1105 W. Philadelphia Street,Ontario,CA,US,91762,17,3675.00,5145.00
STB05X-0204,Stater Bros.,A,05X,3460 E Ontario Ranch Rd,Ontario,CA,US,91761,18,3800.00,5320.00
STB05X-0085,Stater Bros.,B,05X,1939 E 4TH ST,Ontario,CA,US,91764,19,3925.00,5495.00
STB05X-0208,Stater Bros.,C,05X,930 N. Haven Ave,Ontario,CA,US,91764,23,4400.00,6160.00
ALB07Y-0571,Albertsons,C,07Y,19007 South Beavercreek Rd,Oregon City,OR,US,97045,17,3675.00,5145.00
SAF07Y-2993,Safeway,A,07Y,13434 Colton Place,Oregon City,OR,US,97045,20,4050.00,5670.00
FME07Y-0242,Fred Meyer,C,07Y,1839 Molalla Avenue,Oregon City,OR,US,97045-4011,40,5850.00,8190.00
SAF07Z-1844,Safeway,C,07Z,215 Whitesell St NW,Orting,WA,US,98360,18,3800.00,5320.00
RAL05X-0027,Ralphs,A,05X,74884 Country Club Dr,Palm Desert,CA,US,92260,12,3000.00,4200.00
ALB05X-6567,Albertsons,B,05X,42095 Washington Street,Palm Desert,CA,US,92211,12,3000.00,4200.00
STB05X-0181,Stater Bros.,C,05X,78210 Varner Rd,Palm Desert,CA,US,92211,15,3425.00,4795.00
ALB05X-6559,Albertsons,C,05X,74590 Highway 111,Palm Desert,CA,US,92260,21,4175.00,5845.00
VON05X-2384,Vons,A,05X,4733 E. Palm Canyon Drive,Palm Springs,CA,US,92264,11,2850.00,3990.00
ALB05X-6569,Albertsons,B,05X,1751 N Sunrise Way Ste 1,Palm Springs,CA,US,92262,14,3300.00,4620.00
RAL05X-0181,Ralphs,B,05X,1733 E Palm Canyon Dr,Palm Springs,CA,US,92264,15,3425.00,4795.00
STB05X-0126,Stater Bros.,A,05X,1717 E Vista Chino,Palm Springs,CA,US,92262,15,3425.00,4795.00
RAL05X-0611,Ralphs,B,05X,425 S Sunrise Way STE A,Palm Springs,CA,US,92262,18,3800.00,5320.00
SAR07Z-0488,Saars,B,07Z,13322 Pacific Ave S,Parkland,WA,US,98444,8,2400.00,3360.00
